symbol,date,open,high,low,close,volume,change,changePercent,vwap
^IXIC,2017-12-12,6872.71,6884.8,6856.3,6862.32,1872810000,-10.39,-0.15118,6869.0325
^IXIC,2017-12-13,6880.41,6897.62,6871.87,6875.8,1931090000,-4.61,-0.06700182,6881.425
^IXIC,2017-12-14,6887.38,6901.13,6851.63,6856.53,1990090000,-30.85,-0.44792,6874.1675
^IXIC,2017-12-15,6871.55,6945.82,6871.45,6936.58,3529590000,65.03,0.94637,6906.35
^IXIC,2017-12-18,6980.4,7003.89,6975.54,6994.76,2150580000,14.36,0.20572,6988.6475
^IXIC,2017-12-19,6991.25,6995.88,6951.49,6963.85,2084190000,-27.4,-0.39192,6975.6175
^IXIC,2017-12-20,6991.25,6991.25,6935.42,6960.96,1888140000,-30.29,-0.43326,6969.72
^IXIC,2017-12-21,6972.88,6992.63,6961.21,6965.36,1827410000,-7.52,-0.10785,6973.02
^IXIC,2017-12-22,6958.02,6962.26,6944.44,6959.96,1541880000,1.94,0.0278815,6956.17
^IXIC,2017-12-26,6928.92,6942.14,6915.56,6936.25,1301000000,7.33,0.10579,6930.7175
^IXIC,2017-12-27,6941.45,6955.38,6931.34,6939.34,1411010000,-2.11,-0.03039711,6941.8775
^IXIC,2017-12-28,6953.38,6954.8,6936.75,6950.16,1319870000,-3.22,-0.04630841,6948.7725
^IXIC,2017-12-29,6952.61,6954.98,6903.39,6903.39,1575290000,-49.22,-0.70794,6928.5925
^IXIC,2018-01-02,6937.65,7006.91,6924.08,7006.9,1929700000,69.25,0.99818,6968.885
^IXIC,2018-01-03,7017.07,7069.15,7016.7,7065.53,2173130000,48.46,0.6906,7042.1125
^IXIC,2018-01-04,7089.5,7098.05,7072.38,7077.91,2103220000,-11.59,-0.16348,7084.46
^IXIC,2018-01-05,7105.74,7137.04,7097.08,7136.56,2024000000,30.82,0.43373,7119.105
^IXIC,2018-01-08,7135.38,7161.35,7124.09,7157.39,2055010000,22.01,0.30846,7144.5525
^IXIC,2018-01-09,7174.19,7181.14,7148.3,7163.58,2155810000,-10.61,-0.14789,7166.8025
^IXIC,2018-01-10,7129.83,7154.24,7111.52,7153.57,2132430000,23.74,0.33297,7137.29
^IXIC,2018-01-11,7168.73,7211.78,7163.23,7211.78,2015170000,43.05,0.60052,7188.88
^IXIC,2018-01-12,7208.17,7265.26,7205.18,7261.06,1986600000,52.89,0.73375,7234.9175
^IXIC,2018-01-16,7307.19,7330.33,7205.93,7223.69,2399790000,-83.5,-1.14271,7266.785
^IXIC,2018-01-17,7257.77,7309.36,7229.32,7298.28,2245910000,40.51,0.55816,7273.6825
^IXIC,2018-01-18,7293.65,7313.89,7276.11,7296.05,2037410000,2.4,0.03290534,7294.925
^IXIC,2018-01-19,7312.0,7336.38,7297.28,7336.38,2005470000,24.38,0.33342,7320.51
^IXIC,2018-01-22,7338.04,7408.03,7332.81,7408.03,2118310000,69.99,0.9538,7371.7275
^IXIC,2018-01-23,7424.95,7465.39,7423.18,7460.29,2135840000,35.34,0.47596,7443.4525
^IXIC,2018-01-24,7474.16,7486.32,7376.75,7415.06,2287320000,-59.1,-0.79072,7438.0725
^IXIC,2018-01-25,7457.94,7458.53,7388.58,7411.16,2081380000,-46.78,-0.62725,7429.0525
^IXIC,2018-01-26,7448.33,7505.77,7431.22,7505.77,2080700000,57.44,0.77118,7472.7725
^IXIC,2018-01-29,7484.47,7500.61,7455.55,7466.51,2114420000,-17.96,-0.23996,7476.785
