symbol,date,open,high,low,close,volume,change,changePercent,vwap
^RUT,2022-09-23,1707.609985,1707.609985,1658.660034,1679.589966,5144270000,-28.02002,-1.64,1681.95
^RUT,2022-09-26,1674.339966,1701.23999,1653.430054,1655.880005,4886140000,-18.45996,-1.1,1670.18
^RUT,2022-09-27,1669.170044,1689.530029,1650.709961,1662.51001,4577740000,-6.66003,-0.399,1667.58
^RUT,2022-09-28,1668.790039,1725.280029,1668.790039,1715.23999,4684850000,46.44995,2.78,1703.1
^RUT,2022-09-29,1710.819946,1710.819946,1656.410034,1674.930054,4681810000,-35.88989,-2.1,1680.72
^RUT,2022-09-30,1672.890015,1707.75,1664.27002,1664.719971,5645360000,-8.17004,-0.48838,1678.91
^RUT,2022-10-03,1687.280029,1717.290039,1671.619995,1708.869995,4806680000,21.58997,1.28,1699.26
^RUT,2022-10-04,1735.819946,1775.77002,1735.819946,1775.77002,5146580000,39.95007,2.3,1762.45
^RUT,2022-10-05,1748.790039,1767.819946,1732.089966,1762.689941,4293180000,13.8999,0.79483,1754.2
^RUT,2022-10-06,1756.420044,1772.25,1747.030029,1752.51001,4252100000,-3.91003,-0.22261,1757.26
^RUT,2022-10-07,1734.650024,1734.920044,1694.959961,1702.150024,4449660000,-32.5,-1.87,1710.68
^RUT,2022-10-10,1706.160034,1706.829956,1681.97998,1691.920044,3834320000,-14.23999,-0.83462,1693.58
^RUT,2022-10-11,1687.599976,1713.73999,1664.910034,1692.920044,4759030000,5.32007,0.31524,1690.52
^RUT,2022-10-12,1692.959961,1696.790039,1671.880005,1687.76001,4006830000,-5.19995,-0.30715,1685.48
^RUT,2022-10-13,1653.949951,1734.27002,1641.939941,1728.410034,5021680000,74.46008,4.5,1701.54
^RUT,2022-10-14,1741.319946,1747.839966,1681.5,1682.400024,4243030000,-58.91992,-3.38,1703.91
^RUT,2022-10-17,1701.160034,1738.699951,1701.160034,1735.75,4352780000,34.58997,2.03,1725.2
^RUT,2022-10-18,1756.359985,1782.069946,1744.0,1755.959961,4483740000,-0.400024,-0.02277574,1760.68
^RUT,2022-10-19,1746.969971,1746.969971,1710.209961,1725.76001,4223800000,-21.20996,-1.21,1727.65
